0	0	0.210617566	198512.8305
0.004861491	0.00090065	0.136869501	164482.3621
0.009722982	0.001801299	0.166248374	178039.0131
0.014584474	0.002701949	0.198928959	193119.2139
0.019445965	0.003602599	0.214766755	200427.4414
0.024307456	0.004503248	0.21509398	200578.4365
0.029168947	0.005403898	0.210185984	198313.6803
0.034030438	0.006304548	0.206688856	196699.9576
0.038891929	0.007205197	0.204608318	195739.9096
0.043753421	0.008105847	0.199310056	193295.0683
0.048614912	0.009006497	0.195243253	191418.4737
0.053476403	0.009907146	0.198215504	192789.9959
0.058337894	0.010807796	0.201231128	194181.532
0.063199385	0.011708446	0.201455496	194285.0646
0.068060876	0.012609095	0.202226604	194640.8866
0.072922368	0.013509745	0.202572451	194800.475
0.077783859	0.014410395	0.202587897	194807.6022
0.08264535	0.015311044	0.201637793	194369.1845
0.087506841	0.016211694	0.201010965	194079.9392
0.092368332	0.017112344	0.202081844	194574.088
0.097229823	0.018012993	0.201945937	194511.3748
0.102091315	0.018913643	0.200698142	193935.5898
0.106952806	0.019814293	0.201094911	194118.6756
0.111814297	0.020714942	0.20185401	194468.9558
0.116675788	0.021615592	0.201711119	194403.0198
0.121537279	0.022516242	0.201663832	194381.1996
0.126398771	0.023416892	0.200920955	194038.4051
0.131260262	0.024317541	0.200682825	193928.5216
0.136121753	0.025218191	0.20152816	194318.595
0.140983244	0.026118841	0.201851927	194467.9946
0.145844735	0.02701949	0.201945579	194511.2099
0.150706226	0.02792014	0.201022855	194085.426
0.155567718	0.02882079	0.200748893	193959.0084
0.160429209	0.029721439	0.201737682	194415.2774
0.1652907	0.030622089	0.202053139	194560.8426
0.170152191	0.031522739	0.20205457	194561.5028
0.175013682	0.032423388	0.201011653	194080.257
0.179875173	0.033324038	0.200761765	193964.9481
0.184736665	0.034224688	0.201927268	194502.7604
0.189598156	0.035125337	0.202249116	194651.2747
0.194459647	0.036025987	0.202106274	194585.3613
0.199321138	0.036926637	0.201928461	194503.3108
0.204182629	0.037827286	0.201788527	194438.7393
0.20904412	0.038727936	0.201586309	194345.4273
0.213905612	0.039628586	0.200675892	193925.3228
0.218767103	0.040529235	0.201211945	194172.6799
0.223628594	0.041429885	0.2027925	194902.015
0.228490085	0.042330535	0.202758369	194886.2652
0.233351576	0.043231184	0.202099883	194582.412
0.238213068	0.044131834	0.20115763	194147.6168
0.243074559	0.045032484	0.200663819	193919.7515
0.24793605	0.045933133	0.199420524	193346.043
0.252797541	0.046833783	0.106974915	150687.7389
0.257736826	0.04617703	-0.024905772	89832.42622
0.262676111	0.045520277	-0.079993482	64412.63279
0.267615395	0.044863523	-0.099314016	55497.32324
0.27255468	0.04420677	-0.105314162	52728.60249
0.277493965	0.043550017	-0.105464049	52659.43859
0.282433249	0.042893264	-0.102430506	54059.24332
0.287372534	0.04223651	-0.098233379	55995.97489
0.292311819	0.041579757	-0.096504932	56793.55293
0.297251104	0.040923004	-0.093383397	58233.96124
0.302190388	0.040266251	-0.088843874	60328.68837
0.307129673	0.039609497	-0.087565041	60918.79592
0.312068958	0.038952744	-0.086689261	61322.9176
0.317008243	0.038295991	-0.086519427	61401.28641
0.321947527	0.037639238	-0.0867118	61312.51732
0.326886812	0.036982484	-0.087730878	60842.27167
0.331826097	0.036325731	-0.090336996	59639.69872
0.336765381	0.035668978	-0.09104387	59313.51762
0.341704666	0.035012225	-0.09092282	59369.37504
0.346643951	0.034355471	-0.091074448	59299.4077
0.351583236	0.033698718	-0.090428123	59597.64901
0.35652252	0.033041965	-0.090424454	59599.34196
0.361461805	0.032385212	-0.090470638	59578.03068
0.36640109	0.031728459	-0.090008478	59791.29096
0.371340374	0.031071705	-0.090325368	59645.06478
0.376279659	0.030414952	-0.090441906	59591.2891
0.381218944	0.029758199	-0.090165287	59718.93268
0.386158229	0.029101446	-0.09010281	59747.76209
0.391097513	0.028444692	-0.089738319	59915.95356
0.396036798	0.027787939	-0.0897518	59909.73285
0.400976083	0.027131186	-0.090037222	59778.02712
0.405915368	0.026474433	-0.090271864	59669.75378
0.410854652	0.025817679	-0.089977813	59805.44112
0.415793937	0.025160926	-0.089501379	60025.28769
0.420733222	0.024504173	-0.090113051	59743.03652
0.425672506	0.02384742	-0.089868849	59855.72179
0.430611791	0.023190666	-0.089436183	60055.37185
0.435551076	0.022533913	-0.089642765	59960.04641
0.440490361	0.02187716	-0.089512589	60020.11529
0.445429645	0.021220407	-0.089425147	60060.46451
0.45036893	0.020563653	-0.089008897	60252.54005
0.455308215	0.0199069	-0.089029048	60243.24146
0.4602475	0.019250147	-0.089993092	59798.3907
0.465186784	0.018593394	-0.089962664	59812.43168
0.470126069	0.01793664	-0.089624553	59968.44998
0.475065354	0.017279887	-0.090217048	59695.04818
0.480004638	0.016623134	-0.090676429	59483.07031
0.484943923	0.015966381	-0.090339636	59638.48058
0.489883208	0.015309627	-0.089449745	60049.11387
0.494822493	0.014652874	-0.089466396	60041.4306
0.499761777	0.013996121	-0.089246315	60142.98511
0.504701062	0.013339368	-0.089148988	60187.89606
0.509640347	0.012682615	-0.089178675	60174.19724
0.514579632	0.012025861	-0.088900939	60302.35614
