X	Y	CP	P
0.99763852	-0.052138566	0.44908714	7963.157039
0.998381797	-0.052286594	0.509045525	9026.331622
0.998629535	-0.052335956	0.543178715	9631.577082
0.998377994	-0.052359152	0.513329749	9102.298949
0.997623316	-0.052428676	0.453225665	8036.540841
0.996375587	-0.052543389	0.403488683	7154.610897
0.99462481	-0.052703868	0.364137955	6456.848698
0.992370951	-0.05290963	0.332045814	5887.794875
0.989624116	-0.053159141	0.304664481	5402.272501
0.98639442	-0.053450757	0.280586546	4975.325555
0.982661817	-0.053785434	0.258992008	4592.413904
0.978456462	-0.054159504	0.239341448	4243.97263
0.973758323	-0.054573688	0.221262262	3923.394774
0.968597681	-0.055024163	0.204497235	3626.119403
0.962954456	-0.055511444	0.188836483	3348.424919
0.956848802	-0.056032465	0.174122175	3087.512648
0.950280853	-0.056585835	0.160240601	2841.366312
0.943260696	-0.057169266	0.147096684	2608.300012
0.935798479	-0.057780444	0.134613766	2386.954472
0.927904352	-0.058417041	0.122724086	2176.128158
0.919568327	-0.059078313	0.111367005	1974.74581
0.910820633	-0.059760299	0.100497969	1782.017422
0.901651344	-0.060462206	0.090077491	1597.242813
0.89208062	-0.061180903	0.080069152	1419.776189
0.882118609	-0.061914064	0.070442689	1249.080958
0.871765335	-0.062660109	0.061167875	1084.621108
0.861041071	-0.063416009	0.052219427	925.9483564
0.849965965	-0.064178828	0.043572036	772.6138912
0.838520033	-0.06494839	0.035197631	624.1200009
0.826743486	-0.065720441	0.027077246	480.1303386
0.814646463	-0.066492848	0.019190892	340.2904939
0.802219045	-0.067264721	0.011516159	204.2030887
0.789491431	-0.068032652	0.004041081	71.65594255
0.7764737	-0.068794541	-0.003244359	-57.52856624
0.763186046	-0.069547721	-0.010358694	-183.6790742
0.749628607	-0.070290672	-0.017320253	-307.1205577
0.735811465	-0.071021262	-0.024147176	-428.1747027
0.721764746	-0.071736327	-0.030851066	-547.0472375
0.707498707	-0.072433782	-0.037436483	-663.8190373
0.693013375	-0.073111967	-0.043915062	-778.6963926
0.678338937	-0.073767766	-0.050296892	-891.8582023
0.663485532	-0.074399005	-0.056595151	-1003.538142
0.648463306	-0.075003441	-0.062821819	-1113.948642
0.633292455	-0.075578386	-0.068974085	-1223.039849
0.617993053	-0.07612117	-0.075053702	-1330.842866
0.602575312	-0.076629445	-0.081061045	-1437.364318
0.587049384	-0.07710078	-0.087015591	-1542.949586
0.571435412	-0.077532384	-0.092929838	-1647.820272
0.555743497	-0.077921714	-0.098759914	-1751.19845
0.54000394	-0.078265723	-0.104474265	-1852.524607
0.524216806	-0.078562032	-0.110061308	-1951.593349
0.508412275	-0.078807629	-0.115517734	-2048.346012
0.492590538	-0.078999999	-0.120855365	-2142.992218
0.476781742	-0.079136202	-0.126048392	-2235.074338
0.460996054	-0.079213584	-0.131120313	-2325.009
0.445243643	-0.079229432	-0.135949413	-2410.637991
0.429554671	-0.079181088	-0.140469106	-2490.780629
0.413929275	-0.07906591	-0.144779554	-2567.21296
0.398387645	-0.078881345	-0.148834772	-2639.119575
0.3829499	-0.078625012	-0.152571307	-2705.375336
0.367636209	-0.078294736	-0.155941997	-2765.143997
0.352446674	-0.077887992	-0.158900353	-2817.601188
0.337401455	-0.077402783	-0.161397541	-2861.881019
0.322530643	-0.076837798	-0.163374648	-2896.938828
0.30783435	-0.076190874	-0.164776479	-2921.795925
0.293322698	-0.07546024	-0.165543234	-2935.39193
0.279025762	-0.074645434	-0.16561413	-2936.649055
0.26495357	-0.07374532	-0.164932247	-2924.55799
0.251106271	-0.072758178	-0.163434618	-2898.002221
0.237513826	-0.071684613	-0.161061406	-2855.920718
0.224186284	-0.070524223	-0.157746565	-2797.142366
0.211133683	-0.069276799	-0.15340758	-2720.204038
0.198375991	-0.067943423	-0.147953274	-2623.488953
0.185913229	-0.066523396	-0.141263121	-2504.860012
0.173765334	-0.065018416	-0.133201499	-2361.912339
0.161942298	-0.063429425	-0.123584799	-2191.390202
0.150463991	-0.061759093	-0.11233025	-1991.825943
0.139340319	-0.06000918	-0.099512545	-1764.544017
0.128571297	-0.058179972	-0.084939139	-1506.130187
0.118166821	-0.056273368	-0.06831352	-1211.326796
0.108156614	-0.05429556	-0.049633207	-880.0898285
0.098530718	-0.052245453	-0.028745926	-509.7191749
0.089308899	-0.050128037	-0.005021078	-89.03312453
0.080500989	-0.04794672	0.022081042	391.5382721
0.072106936	-0.045702499	0.052794253	936.1410964
0.064146437	-0.043401785	0.087417228	1550.071367
0.056619422	-0.041045842	0.12645364	2242.260141
0.049535688	-0.038638829	0.17047526	3022.845993
0.042905004	-0.03618535	0.220150329	3903.678113
0.036727322	-0.033686438	0.276407909	4901.230486
0.031012402	-0.031146844	0.34031576	6034.436518
0.025769971	-0.028572053	0.412040203	7306.245372
0.020990261	-0.025957413	0.492198875	8727.608927
0.016702428	-0.023319742	0.581638867	10313.54769
0.012887045	-0.020647676	0.679892394	12055.76694
0.009563452	-0.01795428	0.782826498	13880.98161
0.006731586	-0.015240754	0.886605633	15721.18026
0.004391437	-0.012507296	0.981726726	17407.8556
0.002543104	-0.009752026	1.039729114	18436.34669
0.001195827	-0.006989681	1.040771009	18454.82143
0.000340826	-0.004196749	0.957524586	16978.70627
-1.21E-05	-0.001376585	0.799250314	14172.20666
0	0	0.640433976	11356.09521
